Assembly	SRR12045921.contigs
# contigs (>= 0 bp)	6
# contigs (>= 1000 bp)	1
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	1
# contigs (>= 25000 bp)	1
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	32681
Total length (>= 1000 bp)	30056
Total length (>= 5000 bp)	30056
Total length (>= 10000 bp)	30056
Total length (>= 25000 bp)	30056
Total length (>= 50000 bp)	0
# contigs	3
Largest contig	30056
Total length	31437
Reference length	29903
GC (%)	39.13
Reference GC (%)	37.97
N50	30056
NG50	30056
N75	30056
NG75	30056
L50	1
LG50	1
L75	1
LG75	1
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# scaffold gap ext. mis.	0
# scaffold gap loc. mis.	0
# unaligned mis. contigs	0
# unaligned contigs	2 + 0 part
Unaligned length	1381
Genome fraction (%)	99.863
Duplication ratio	1.006
# N's per 100 kbp	0.00
# mismatches per 100 kbp	40.18
# indels per 100 kbp	0.00
# genomic features	48 + 1 part
Largest alignment	29862
Total aligned length	29862
NA50	29862
NGA50	29862
NA75	29862
NGA75	29862
LA50	1
LGA50	1
LA75	1
LGA75	1
